id,date,home_team,home_team_score,visit_team,visit_team_score
400277722,2016/10/30,Miami Heat,120,Boston Celtics,107
400277737,2016/11/2,Boston Celtics,88,Milwaukee Bucks,99
400277747,2016/11/3,Washington Wizards,86,Boston Celtics,89
400277774,2016/11/7,Boston Celtics,100,Washington Wizards,94
400277790,2016/11/9,Boston Celtics,100,Philadelphia 76ers,106
400277806,2016/11/10,Milwaukee Bucks,92,Boston Celtics,96
400277818,2016/11/12,Chicago Bulls,95,Boston Celtics,101
400277830,2016/11/14,Boston Celtics,98,Utah Jazz,93
400277839,2016/11/15,Brooklyn Nets,102,Boston Celtics,97
400277851,2016/11/17,Boston Celtics,107,Toronto Raptors,89
400277864,2016/11/18,Detroit Pistons,103,Boston Celtics,83
400277881,2016/11/21,Boston Celtics,100,San Antonio Spurs,112
400277893,2016/11/23,Boston Celtics,108,Oklahoma City Thunder,100
400277915,2016/11/25,Orlando Magic,110,Boston Celtics,116
400277931,2016/11/28,Boston Celtics,83,Brooklyn Nets,95
400277945,2016/11/30,Boston Celtics,96,Portland Trail Blazers,78
400277958,2016/12/1,Milwaukee Bucks,91,Boston Celtics,88
400277979,2016/12/5,Boston Celtics,104,Minnesota Timberwolves,94
400277990,2016/12/7,Philadelphia 76ers,95,Boston Celtics,94
400278005,2016/12/8,Boston Celtics,92,Philadelphia 76ers,79
400278035,2016/12/12,Boston Celtics,117,Dallas Mavericks,115
400278052,2016/12/14,Houston Rockets,101,Boston Celtics,89
400278064,2016/12/15,San Antonio Spurs,103,Boston Celtics,88
400278080,2016/12/18,Chicago Bulls,100,Boston Celtics,89
400278090,2016/12/19,Boston Celtics,103,Cleveland Cavaliers,91
400278102,2016/12/21,Boston Celtics,94,Milwaukee Bucks,99
400278125,2016/12/25,Brooklyn Nets,76,Boston Celtics,93
400278144,2016/12/27,Los Angeles Clippers,106,Boston Celtics,77
400278167,2016/12/29,Golden State Warriors,101,Boston Celtics,83
400278170,2016/12/30,Sacramento Kings,118,Boston Celtics,96
400278188,2016/1/2,Boston Celtics,83,Memphis Grizzlies,93
400278203,2016/1/4,Boston Celtics,94,Indiana Pacers,75
400278209,2016/1/5,Atlanta Hawks,81,Boston Celtics,89
400278225,2016/1/7,New York Knicks,96,Boston Celtics,102
400278239,2016/1/9,Boston Celtics,87,Phoenix Suns,79
400278251,2016/1/11,Boston Celtics,103,Houston Rockets,91
400278277,2016/1/14,Boston Celtics,100,Charlotte Bobcats,89
400278293,2016/1/16,Boston Celtics,78,New Orleans Hornets,90
400278304,2016/1/18,Boston Celtics,99,Chicago Bulls,100
400278323,2016/1/20,Detroit Pistons,103,Boston Celtics,88
400278334,2016/1/22,Cleveland Cavaliers,95,Boston Celtics,90
400278350,2016/1/24,Boston Celtics,86,New York Knicks,89
400278353,2016/1/25,Atlanta Hawks,123,Boston Celtics,111
400278372,2016/1/27,Boston Celtics,100,Miami Heat,98
400278392,2016/1/30,Boston Celtics,99,Sacramento Kings,81
400278406,2016/2/1,Boston Celtics,97,Orlando Magic,84
400278425,2016/2/3,Boston Celtics,106,Los Angeles Clippers,104
400278440,2016/2/6,Toronto Raptors,95,Boston Celtics,99
400278453,2016/2/7,Boston Celtics,116,Los Angeles Lakers,95
400278474,2016/2/10,Boston Celtics,118,Denver Nuggets,114
400278482,2016/2/11,Charlotte Bobcats,94,Boston Celtics,91
400278498,2016/2/13,Boston Celtics,71,Chicago Bulls,69
400278514,2016/2/19,Denver Nuggets,97,Boston Celtics,90
400278527,2016/2/20,Los Angeles Lakers,113,Boston Celtics,99
400278540,2016/2/22,Phoenix Suns,88,Boston Celtics,113
400278557,2016/2/24,Portland Trail Blazers,92,Boston Celtics,86
400278562,2016/2/25,Utah Jazz,107,Boston Celtics,110
400278587,2016/3/1,Boston Celtics,94,Golden State Warriors,86
400278616,2016/3/5,Philadelphia 76ers,101,Boston Celtics,109
400278621,2016/3/6,Indiana Pacers,81,Boston Celtics,83
400278637,2016/3/8,Boston Celtics,107,Atlanta Hawks,102
400278654,2016/3/10,Oklahoma City Thunder,91,Boston Celtics,79
400278668,2016/3/12,Charlotte Bobcats,100,Boston Celtics,74
400278679,2016/3/13,Boston Celtics,112,Toronto Raptors,88
400278700,2016/3/16,Boston Celtics,105,Charlotte Bobcats,88
400278718,2016/3/18,Boston Celtics,103,Miami Heat,105
400278733,2016/3/20,New Orleans Hornets,87,Boston Celtics,86
400278749,2016/3/22,Dallas Mavericks,104,Boston Celtics,94
400278756,2016/3/23,Memphis Grizzlies,110,Boston Celtics,106
400278774,2016/3/26,Boston Celtics,85,New York Knicks,100
400278780,2016/3/27,Cleveland Cavaliers,92,Boston Celtics,93
400278795,2016/3/29,Boston Celtics,118,Atlanta Hawks,107
400278819,2016/3/31,New York Knicks,108,Boston Celtics,89
400278825,2016/4/1,Minnesota Timberwolves,110,Boston Celtics,100
400278835,2016/4/3,Boston Celtics,98,Detroit Pistons,93
400278847,2016/4/5,Boston Celtics,91,Cleveland Cavaliers,97
400278867,2016/4/7,Boston Celtics,107,Washington Wizards,96
400277749,2016/11/3,Brooklyn Nets,107,Toronto Raptors,100
400277763,2016/11/5,Brooklyn Nets,96,Minnesota Timberwolves,107
400277776,2016/11/7,Miami Heat,103,Brooklyn Nets,73
400277789,2016/11/9,Orlando Magic,68,Brooklyn Nets,107
400277810,2016/11/11,Brooklyn Nets,82,Orlando Magic,74
400277826,2016/11/13,Brooklyn Nets,114,Cleveland Cavaliers,101
400277862,2016/11/18,Sacramento Kings,90,Brooklyn Nets,99
400277876,2016/11/20,Los Angeles Lakers,95,Brooklyn Nets,90
400277890,2016/11/21,Golden State Warriors,102,Brooklyn Nets,93
400277894,2016/11/23,Brooklyn Nets,86,Los Angeles Clippers,76
400277913,2016/11/25,Brooklyn Nets,98,Portland Trail Blazers,85
400431053,2016/11/26,Brooklyn Nets,96,New York Knicks,89
400277944,2016/11/30,Orlando Magic,86,Brooklyn Nets,98
400277953,2016/12/1,Miami Heat,102,Brooklyn Nets,89
400277973,2016/12/4,Brooklyn Nets,111,Oklahoma City Thunder,117
400277992,2016/12/7,Brooklyn Nets,102,Golden State Warriors,109
400278013,2016/12/9,Brooklyn Nets,88,Milwaukee Bucks,97
400278024,2016/12/11,Brooklyn Nets,97,New York Knicks,100
400278029,2016/12/12,Toronto Raptors,88,Brooklyn Nets,94
400278048,2016/12/14,Brooklyn Nets,107,Detroit Pistons,105
400278061,2016/12/15,Chicago Bulls,83,Brooklyn Nets,82
400278078,2016/12/18,Brooklyn Nets,90,Utah Jazz,92
400278087,2016/12/19,New York Knicks,100,Brooklyn Nets,86
400278119,2016/12/23,Brooklyn Nets,95,Philadelphia 76ers,92
400278135,2016/12/26,Milwaukee Bucks,108,Brooklyn Nets,93
400278147,2016/12/28,Brooklyn Nets,97,Charlotte Bobcats,81
400278160,2016/12/29,Brooklyn Nets,103,Cleveland Cavaliers,100
400278177,2016/12/31,San Antonio Spurs,104,Brooklyn Nets,73
400278192,2016/1/2,Oklahoma City Thunder,93,Brooklyn Nets,110
400278199,2016/1/4,Washington Wizards,113,Brooklyn Nets,115
400278212,2016/1/5,Brooklyn Nets,113,Sacramento Kings,93
400278231,2016/1/8,Philadelphia 76ers,89,Brooklyn Nets,109
400278252,2016/1/11,Brooklyn Nets,99,Phoenix Suns,79
400278271,2016/1/13,Brooklyn Nets,97,Indiana Pacers,86
400278286,2016/1/15,Brooklyn Nets,113,Toronto Raptors,106
400278292,2016/1/16,Atlanta Hawks,109,Brooklyn Nets,95
400278308,2016/1/18,Brooklyn Nets,94,Atlanta Hawks,89
400278329,2016/1/21,New York Knicks,85,Brooklyn Nets,88
400278343,2016/1/23,Minnesota Timberwolves,83,Brooklyn Nets,91
400278357,2016/1/25,Memphis Grizzlies,101,Brooklyn Nets,77
400278366,2016/1/26,Houston Rockets,119,Brooklyn Nets,106
400278382,2016/1/28,Brooklyn Nets,97,Orlando Magic,77
400278395,2016/1/30,Brooklyn Nets,85,Miami Heat,105
400278407,2016/2/1,Brooklyn Nets,93,Chicago Bulls,89
400278436,2016/2/5,Brooklyn Nets,83,Los Angeles Lakers,92
400278447,2016/2/6,Detroit Pistons,90,Brooklyn Nets,93
400278455,2016/2/8,Washington Wizards,89,Brooklyn Nets,74
400278478,2016/2/10,Brooklyn Nets,86,San Antonio Spurs,111
400278484,2016/2/11,Indiana Pacers,84,Brooklyn Nets,89
400278499,2016/2/13,Brooklyn Nets,119,Denver Nuggets,108
400278511,2016/2/19,Brooklyn Nets,113,Milwaukee Bucks,111
400278523,2016/2/20,Milwaukee Bucks,94,Brooklyn Nets,97
400278535,2016/2/22,Brooklyn Nets,96,Houston Rockets,106
400278551,2016/2/24,Brooklyn Nets,72,Memphis Grizzlies,76
400278567,2016/2/26,New Orleans Hornets,97,Brooklyn Nets,101
400278590,2016/3/1,Brooklyn Nets,90,Dallas Mavericks,98
400278597,2016/3/2,Chicago Bulls,96,Brooklyn Nets,85
400278619,2016/3/6,Charlotte Bobcats,78,Brooklyn Nets,99
400278638,2016/3/8,Brooklyn Nets,95,Washington Wizards,78
400278647,2016/3/9,Atlanta Hawks,80,Brooklyn Nets,93
400278663,2016/3/11,Philadelphia 76ers,106,Brooklyn Nets,97
400278671,2016/3/12,Brooklyn Nets,108,New Orleans Hornets,98
400278711,2016/3/17,Brooklyn Nets,93,Atlanta Hawks,105
400278717,2016/3/18,Detroit Pistons,82,Brooklyn Nets,119
400278735,2016/3/20,Dallas Mavericks,96,Brooklyn Nets,113
400278758,2016/3/23,Los Angeles Clippers,101,Brooklyn Nets,95
400278766,2016/3/24,Phoenix Suns,100,Brooklyn Nets,102
400278790,2016/3/27,Portland Trail Blazers,93,Brooklyn Nets,111
400278803,2016/3/29,Denver Nuggets,109,Brooklyn Nets,87
400278811,2016/3/30,Utah Jazz,116,Brooklyn Nets,107
400278834,2016/4/3,Cleveland Cavaliers,95,Brooklyn Nets,113
400278843,2016/4/4,Brooklyn Nets,90,Chicago Bulls,92
400278859,2016/4/6,Brooklyn Nets,105,Charlotte Bobcats,96
400277740,2016/11/2,New York Knicks,104,Miami Heat,84
400277757,2016/11/4,New York Knicks,100,Philadelphia 76ers,84
400277762,2016/11/5,Philadelphia 76ers,88,New York Knicks,110
400277791,2016/11/9,New York Knicks,104,Dallas Mavericks,94
400277824,2016/11/13,Orlando Magic,89,New York Knicks,99
400277840,2016/11/15,San Antonio Spurs,100,New York Knicks,104
400277847,2016/11/16,Memphis Grizzlies,105,New York Knicks,95
400277859,2016/11/18,New York Knicks,88,Indiana Pacers,76
400277875,2016/11/20,New Orleans Hornets,80,New York Knicks,102
400277887,2016/11/21,Dallas Mavericks,114,New York Knicks,111
400277898,2016/11/23,Houston Rockets,131,New York Knicks,103
400277912,2016/11/25,New York Knicks,121,Detroit Pistons,100
400277935,2016/11/28,Milwaukee Bucks,88,New York Knicks,102
400277946,2016/11/30,New York Knicks,108,Washington Wizards,87
400277963,2016/12/2,New York Knicks,106,Phoenix Suns,99
400277977,2016/12/5,Charlotte Bobcats,98,New York Knicks,100
400277988,2016/12/6,Miami Heat,92,New York Knicks,112
400278008,2016/12/8,Chicago Bulls,93,New York Knicks,85
400278015,2016/12/9,New York Knicks,112,Denver Nuggets,106
400278043,2016/12/13,New York Knicks,116,Los Angeles Lakers,107
400278058,2016/12/15,New York Knicks,103,Cleveland Cavaliers,102
400278071,2016/12/17,New York Knicks,96,Houston Rockets,109
400278103,2016/12/21,New York Knicks,106,Chicago Bulls,110
400278120,2016/12/23,New York Knicks,94,Minnesota Timberwolves,91
400278126,2016/12/25,Los Angeles Lakers,100,New York Knicks,94
400278141,2016/12/26,Phoenix Suns,97,New York Knicks,99
400278154,2016/12/28,Sacramento Kings,106,New York Knicks,105
400278179,2016/1/1,New York Knicks,100,Portland Trail Blazers,105
400278196,2016/1/3,New York Knicks,100,San Antonio Spurs,83
400278210,2016/1/5,Orlando Magic,106,New York Knicks,114
400278247,2016/1/10,Indiana Pacers,81,New York Knicks,76
400278254,2016/1/11,New York Knicks,101,Chicago Bulls,108
400278269,2016/1/13,New York Knicks,100,New Orleans Hornets,87
400278300,2016/1/17,Detroit Pistons,87,New York Knicks,102
400278363,2016/1/26,Philadelphia 76ers,97,New York Knicks,80
400278376,2016/1/27,New York Knicks,106,Atlanta Hawks,104
400278393,2016/1/30,New York Knicks,113,Orlando Magic,97
400278408,2016/2/1,New York Knicks,96,Milwaukee Bucks,86
400278417,2016/2/2,New York Knicks,120,Sacramento Kings,81
400278430,2016/2/4,New York Knicks,99,Detroit Pistons,85
400278442,2016/2/6,Washington Wizards,106,New York Knicks,96
400278465,2016/2/8,Minnesota Timberwolves,94,New York Knicks,100
400278472,2016/2/10,New York Knicks,88,Los Angeles Clippers,102
400278500,2016/2/13,New York Knicks,88,Toronto Raptors,92
400278521,2016/2/20,Indiana Pacers,125,New York Knicks,91
400278531,2016/2/22,Toronto Raptors,100,New York Knicks,98
400278555,2016/2/24,New York Knicks,99,Philadelphia 76ers,93
400278573,2016/2/27,New York Knicks,109,Golden State Warriors,105
400278585,2016/3/1,Washington Wizards,88,New York Knicks,96
400278600,2016/3/3,New York Knicks,93,Miami Heat,99
400278609,2016/3/4,Cleveland Cavaliers,97,New York Knicks,102
400278624,2016/3/6,Detroit Pistons,77,New York Knicks,87
400278633,2016/3/7,New York Knicks,94,Oklahoma City Thunder,95
400278648,2016/3/9,New York Knicks,113,Utah Jazz,84
400278667,2016/3/11,Golden State Warriors,92,New York Knicks,63
400278684,2016/3/13,Denver Nuggets,117,New York Knicks,94
400278688,2016/3/14,Portland Trail Blazers,105,New York Knicks,90
400278707,2016/3/17,Los Angeles Clippers,93,New York Knicks,80
400278723,2016/3/18,Utah Jazz,83,New York Knicks,90
400278730,2016/3/20,New York Knicks,106,Orlando Magic,94
400278742,2016/3/22,Toronto Raptors,94,New York Knicks,99
400278754,2016/3/23,New York Knicks,110,Toronto Raptors,84
400278781,2016/3/27,New York Knicks,108,Memphis Grizzlies,101
400278796,2016/3/29,New York Knicks,111,Charlotte Bobcats,102
400278829,2016/4/2,Miami Heat,90,New York Knicks,102
400278833,2016/4/3,Atlanta Hawks,82,New York Knicks,95
400278848,2016/4/5,New York Knicks,101,Milwaukee Bucks,83
400278865,2016/4/7,Oklahoma City Thunder,120,New York Knicks,125
400277725,2016/10/31,Philadelphia 76ers,84,Denver Nuggets,75
400277778,2016/11/7,New Orleans Hornets,62,Philadelphia 76ers,77
400277801,2016/11/10,Toronto Raptors,83,Philadelphia 76ers,93
400277816,2016/11/12,Philadelphia 76ers,96,Milwaukee Bucks,105
400277829,2016/11/14,Philadelphia 76ers,76,Detroit Pistons,94
400277842,2016/11/16,Philadelphia 76ers,99,Utah Jazz,93
400277861,2016/11/18,Philadelphia 76ers,86,Cleveland Cavaliers,79
400277874,2016/11/20,Philadelphia 76ers,106,Toronto Raptors,98
400277879,2016/11/21,Cleveland Cavaliers,92,Philadelphia 76ers,83
400277903,2016/11/24,Philadelphia 76ers,109,Oklahoma City Thunder,116
400277914,2016/11/25,Philadelphia 76ers,104,Phoenix Suns,101
400277924,2016/11/27,Philadelphia 76ers,100,Dallas Mavericks,98
400277943,2016/11/30,Charlotte Bobcats,98,Philadelphia 76ers,104
400277955,2016/12/1,Chicago Bulls,93,Philadelphia 76ers,88
400277971,2016/12/4,Philadelphia 76ers,88,Minnesota Timberwolves,105
400278018,2016/12/10,Philadelphia 76ers,104,Detroit Pistons,97
400278032,2016/12/12,Philadelphia 76ers,89,Chicago Bulls,96
400278047,2016/12/14,Indiana Pacers,95,Philadelphia 76ers,85
400278067,2016/12/16,Philadelphia 76ers,98,Los Angeles Lakers,111
400278082,2016/12/18,Dallas Mavericks,107,Philadelphia 76ers,100
400278092,2016/12/19,Houston Rockets,125,Philadelphia 76ers,103
400278101,2016/12/21,Philadelphia 76ers,99,Atlanta Hawks,80
400278136,2016/12/26,Memphis Grizzlies,89,Philadelphia 76ers,99
400278156,2016/12/28,Golden State Warriors,96,Philadelphia 76ers,89
400278166,2016/12/29,Portland Trail Blazers,89,Philadelphia 76ers,85
400278183,2016/1/1,Los Angeles Lakers,99,Philadelphia 76ers,103
400278194,2016/1/2,Phoenix Suns,95,Philadelphia 76ers,89
400278205,2016/1/4,Oklahoma City Thunder,109,Philadelphia 76ers,85
400278216,2016/1/5,San Antonio Spurs,109,Philadelphia 76ers,86
400278236,2016/1/9,Toronto Raptors,90,Philadelphia 76ers,72
400278264,2016/1/12,Philadelphia 76ers,107,Houston Rockets,100
400278284,2016/1/15,Philadelphia 76ers,99,New Orleans Hornets,111
400278305,2016/1/18,Philadelphia 76ers,108,Toronto Raptors,101
400278331,2016/1/21,Philadelphia 76ers,85,San Antonio Spurs,90
400278336,2016/1/22,Milwaukee Bucks,110,Philadelphia 76ers,102
400278380,2016/1/28,Philadelphia 76ers,100,Memphis Grizzlies,103
400278390,2016/1/30,Philadelphia 76ers,92,Washington Wizards,84
400278409,2016/2/1,Philadelphia 76ers,89,Sacramento Kings,80
400278428,2016/2/4,Philadelphia 76ers,78,Orlando Magic,61
400278441,2016/2/6,Philadelphia 76ers,69,Indiana Pacers,88
400278468,2016/2/9,Philadelphia 76ers,87,Charlotte Bobcats,76
400278481,2016/2/11,Philadelphia 76ers,90,Los Angeles Clippers,107
400278502,2016/2/13,Milwaukee Bucks,94,Philadelphia 76ers,92
400278525,2016/2/20,Minnesota Timberwolves,94,Philadelphia 76ers,87
400278546,2016/2/23,Philadelphia 76ers,90,Miami Heat,114
400278563,2016/2/26,Philadelphia 76ers,84,Orlando Magic,98
400278582,2016/2/28,Chicago Bulls,93,Philadelphia 76ers,82
400278596,2016/3/2,Philadelphia 76ers,104,Golden State Warriors,97
400278602,2016/3/3,Washington Wizards,90,Philadelphia 76ers,87
400278622,2016/3/6,Atlanta Hawks,107,Philadelphia 76ers,96
400278641,2016/3/8,Miami Heat,102,Philadelphia 76ers,93
400278657,2016/3/10,Orlando Magic,99,Philadelphia 76ers,91
400278676,2016/3/13,Philadelphia 76ers,94,Miami Heat,98
400278701,2016/3/16,Philadelphia 76ers,98,Indiana Pacers,91
400278713,2016/3/18,Philadelphia 76ers,101,Portland Trail Blazers,100
400278738,2016/3/20,Los Angeles Clippers,101,Philadelphia 76ers,72
400278740,2016/3/21,Denver Nuggets,101,Philadelphia 76ers,100
400278767,2016/3/24,Sacramento Kings,103,Philadelphia 76ers,117
400278772,2016/3/25,Utah Jazz,107,Philadelphia 76ers,91
400278778,2016/3/27,Philadelphia 76ers,100,Milwaukee Bucks,92
400278798,2016/3/29,Cleveland Cavaliers,87,Philadelphia 76ers,97
400278807,2016/3/30,Philadelphia 76ers,100,Charlotte Bobcats,92
400278832,2016/4/3,Charlotte Bobcats,88,Philadelphia 76ers,83
400278849,2016/4/5,Atlanta Hawks,90,Philadelphia 76ers,101
400278860,2016/4/6,Miami Heat,106,Philadelphia 76ers,87
400277724,2016/10/31,Toronto Raptors,88,Indiana Pacers,90
400277758,2016/11/4,Toronto Raptors,105,Minnesota Timberwolves,86
400277771,2016/11/6,Oklahoma City Thunder,108,Toronto Raptors,88
400277781,2016/11/7,Dallas Mavericks,109,Toronto Raptors,104
400277815,2016/11/12,Toronto Raptors,133,Utah Jazz,140
400277825,2016/11/13,Indiana Pacers,72,Toronto Raptors,74
400277860,2016/11/18,Toronto Raptors,97,Orlando Magic,86
400277877,2016/11/21,Charlotte Bobcats,98,Toronto Raptors,97
400277895,2016/11/23,Detroit Pistons,91,Toronto Raptors,90
400277911,2016/11/25,Toronto Raptors,106,San Antonio Spurs,111
400277926,2016/11/27,Houston Rockets,117,Toronto Raptors,101
400277936,2016/11/28,Memphis Grizzlies,103,Toronto Raptors,82
400277942,2016/11/30,Toronto Raptors,101,Phoenix Suns,97
400277968,2016/12/3,Denver Nuggets,113,Toronto Raptors,110
400277986,2016/12/5,Sacramento Kings,107,Toronto Raptors,100
400277999,2016/12/7,Utah Jazz,131,Toronto Raptors,99
400278012,2016/12/9,Los Angeles Clippers,102,Toronto Raptors,83
400278023,2016/12/10,Portland Trail Blazers,92,Toronto Raptors,74
400278045,2016/12/14,Toronto Raptors,95,Dallas Mavericks,74
400278066,2016/12/16,Toronto Raptors,103,Houston Rockets,96
400278077,2016/12/18,Cleveland Cavaliers,99,Toronto Raptors,113
400278086,2016/12/19,Toronto Raptors,97,Detroit Pistons,91
400278100,2016/12/21,Toronto Raptors,93,Orlando Magic,90
400278138,2016/12/26,San Antonio Spurs,100,Toronto Raptors,80
400278150,2016/12/28,New Orleans Hornets,97,Toronto Raptors,104
400278159,2016/12/29,Orlando Magic,88,Toronto Raptors,123
400278184,2016/1/2,Toronto Raptors,102,Portland Trail Blazers,79
400278198,2016/1/4,Toronto Raptors,96,Sacramento Kings,105
400278219,2016/1/6,Toronto Raptors,92,Oklahoma City Thunder,104
400278250,2016/1/11,Toronto Raptors,99,Charlotte Bobcats,78
400278270,2016/1/13,Toronto Raptors,96,Milwaukee Bucks,107
400278290,2016/1/16,Toronto Raptors,105,Chicago Bulls,107
400278321,2016/1/20,Toronto Raptors,108,Los Angeles Lakers,103
400278339,2016/1/23,Miami Heat,123,Toronto Raptors,116
400278349,2016/1/24,Orlando Magic,95,Toronto Raptors,97
400278362,2016/1/26,Toronto Raptors,98,Cleveland Cavaliers,99
400278379,2016/1/28,Toronto Raptors,102,Golden State Warriors,114
400278394,2016/1/30,Atlanta Hawks,93,Toronto Raptors,92
400278404,2016/2/1,Toronto Raptors,98,Los Angeles Clippers,73
400278427,2016/2/3,Toronto Raptors,85,Miami Heat,100
400278457,2016/2/8,Indiana Pacers,98,Toronto Raptors,100
400278475,2016/2/10,Toronto Raptors,102,New Orleans Hornets,89
400278489,2016/2/12,Toronto Raptors,109,Denver Nuggets,108
400278509,2016/2/19,Washington Wizards,88,Toronto Raptors,96
400278518,2016/2/20,Toronto Raptors,82,Memphis Grizzlies,88
400278559,2016/2/25,Toronto Raptors,84,Washington Wizards,90
400278572,2016/2/27,Cleveland Cavaliers,103,Toronto Raptors,92
400278584,2016/3/1,Toronto Raptors,81,Indiana Pacers,93
400278598,2016/3/2,Milwaukee Bucks,122,Toronto Raptors,114
400278615,2016/3/4,Golden State Warriors,125,Toronto Raptors,118
400278630,2016/3/6,Phoenix Suns,71,Toronto Raptors,98
400278645,2016/3/8,Los Angeles Lakers,118,Toronto Raptors,116
400278656,2016/3/10,Toronto Raptors,100,Cleveland Cavaliers,96
400278689,2016/3/15,Toronto Raptors,92,Charlotte Bobcats,78
400278705,2016/3/17,Toronto Raptors,91,Miami Heat,108
400278728,2016/3/20,Charlotte Bobcats,107,Toronto Raptors,101
400278777,2016/3/27,Toronto Raptors,88,Atlanta Hawks,107
400278797,2016/3/29,Detroit Pistons,82,Toronto Raptors,99
400278815,2016/3/31,Washington Wizards,109,Toronto Raptors,92
400278820,2016/4/1,Toronto Raptors,98,Detroit Pistons,108
400278831,2016/4/3,Toronto Raptors,88,Washington Wizards,78
400278852,2016/4/5,Minnesota Timberwolves,93,Toronto Raptors,95
400278862,2016/4/6,Milwaukee Bucks,100,Toronto Raptors,83
400277730,2016/10/31,Phoenix Suns,85,Golden State Warriors,87
400277746,2016/11/2,Golden State Warriors,94,Memphis Grizzlies,104
400277756,2016/11/3,Los Angeles Clippers,110,Golden State Warriors,114
400277768,2016/11/5,Sacramento Kings,94,Golden State Warriors,92
400277785,2016/11/7,Golden State Warriors,106,Cleveland Cavaliers,96
400277800,2016/11/9,Los Angeles Lakers,101,Golden State Warriors,77
400277809,2016/11/10,Golden State Warriors,101,Denver Nuggets,107
400277838,2016/11/14,Golden State Warriors,92,Atlanta Hawks,88
400277846,2016/11/16,Minnesota Timberwolves,98,Golden State Warriors,106
400277863,2016/11/18,Oklahoma City Thunder,119,Golden State Warriors,109
400277871,2016/11/19,Dallas Mavericks,101,Golden State Warriors,105
400277899,2016/11/23,Denver Nuggets,102,Golden State Warriors,91
400277910,2016/11/24,Golden State Warriors,96,Minnesota Timberwolves,85
400277941,2016/11/29,Golden State Warriors,106,Denver Nuggets,105
400277962,2016/12/1,Golden State Warriors,103,Indiana Pacers,92
400277970,2016/12/3,Golden State Warriors,94,Orlando Magic,102
400277981,2016/12/5,Detroit Pistons,97,Golden State Warriors,104
400278003,2016/12/8,Washington Wizards,97,Golden State Warriors,101
400278019,2016/12/10,Charlotte Bobcats,96,Golden State Warriors,104
400278034,2016/12/12,Miami Heat,95,Golden State Warriors,97
400278050,2016/12/14,Orlando Magic,99,Golden State Warriors,85
400278057,2016/12/15,Atlanta Hawks,93,Golden State Warriors,115
400278085,2016/12/18,Golden State Warriors,103,New Orleans Hornets,96
400278095,2016/12/19,Sacramento Kings,131,Golden State Warriors,127
400278109,2016/12/21,Golden State Warriors,115,Charlotte Bobcats,100
400278118,2016/12/22,Golden State Warriors,115,Los Angeles Lakers,118
400278140,2016/12/26,Utah Jazz,83,Golden State Warriors,94
400278195,2016/1/2,Golden State Warriors,115,Los Angeles Clippers,94
400278218,2016/1/5,Los Angeles Clippers,115,Golden State Warriors,89
400278246,2016/1/9,Golden State Warriors,87,Memphis Grizzlies,94
400278260,2016/1/11,Golden State Warriors,103,Portland Trail Blazers,97
400278273,2016/1/13,Denver Nuggets,116,Golden State Warriors,105
400278299,2016/1/16,Golden State Warriors,75,Miami Heat,92
400278310,2016/1/18,San Antonio Spurs,95,Golden State Warriors,88
400278316,2016/1/19,New Orleans Hornets,112,Golden State Warriors,116
400278330,2016/1/21,Golden State Warriors,106,Los Angeles Clippers,99
400278348,2016/1/23,Golden State Warriors,104,Oklahoma City Thunder,99
400278356,2016/1/25,Chicago Bulls,103,Golden State Warriors,87
400278367,2016/1/26,Milwaukee Bucks,109,Golden State Warriors,102
400278386,2016/1/29,Cleveland Cavaliers,95,Golden State Warriors,108
400278403,2016/1/31,Golden State Warriors,100,Dallas Mavericks,97
